"n_robos","robo_per","valor_m2","ipm","treat_vis","iv_vis","proyectos_a_400m","COD_DANE","proyectos_en_mzn","aptitud_en_mzn","access_trabajo","access_estudio","access_salud","CAT_Pendiente_Escarpado","CAT_EstadoVia_Malo","dist_trans","dist_vias","dependencia"
6.80272108843537,6.80272108843537,495689.533419967,0,13.4845397133313,1,0,"0500110000000001010603",0,1,0.0269539161364574,0.328487941706518,8.71623920270868e-121,0,0.0345385975855987,5.41938724193699,5.29174310759347,0.428571428571429
0,0,340306,0.259,13.919584067584,0,0,"0500110000000001010605",0,0,0.035660693893749,0.0208177626885475,0.00788327497520053,0.999999957026204,0.999999957026121,5.76804252684753,5.9379978546578,0.447876447876448
0,0,340306,0.266,13.9595085327181,0,0,"0500110000000001010606",0,0,0.0353785672900778,0.0196429044976637,0.00788327497520053,0.943675512026311,0.552941554792644,5.66729468124744,5.99223058451545,0.507537688442211
0,0,340306,0.092,13.8314350130768,0,0,"0500110000000001010607",0,0,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.999999999996933,0,5.63419376151168,6.07912367195773,0.361344537815126
0,0,382171.136415783,0.095,13.7716980336997,0,0,"0500110000000001010608",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.392142951782688,0,5.49282010633215,6.19092403891683,0.380952380952381
0,0,340306,0.236,13.8957022420613,0,0,"0500110000000001010610",0,0,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.601202078859769,0.341820996656823,5.46593730713502,6.17631029115661,0.434027777777778
0,0,232482,0.394,12.5572527063731,0,0,"0500110000000001010101",0,1,0.0120568497133834,0.017344109928856,0.00110152401996672,0.252032381098655,0.83902718530129,6.781954438746,6.42170941231039,0.606382978723404
0,0,403590.220552523,0.259,12.7409687009734,1,0,"0500110000000001010104",0,0,0.0113831538030898,0.0159212353754542,1.56390969731551e-122,0,0.486320663458269,6.50746852235462,6.06681268989711,0.436548223350254
0,0,232482,0.141,12.8167331695683,1,0,"0500110000000001010105",0,0,0.0112228603824426,0.0127035132456337,6.827149785798e-123,0.519273976600039,0.999999999994089,6.50705440392151,6.13472404063663,0.33495145631068
28.169014084507,0,232482,0.268,12.8314719113701,0,0,"0500110000000001010108",0,0,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0.102267930720026,1.00000000000157,6.54169698723009,6.36065132996288,0.415492957746479
0,0,348371.101681577,0.422,12.5757838368695,0,0,"0500110000000001010110",0,0,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0.735915671455313,0.161571354382458,6.76253405737362,6.53079832202059,0.388888888888889
10.5263157894737,0,339313.049432288,0.332,12.9291550882636,0,0,"0500110000000001010111",0,0,3.51369404980989e-113,0.0119609286056547,4.19696751634808e-163,0,0.610951029743532,6.54263578620191,6.2215803154563,0.447368421052632
0,0,299953.083524202,0.366,12.5085426567054,0,0,"0500110000000001010112",0,0,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0,0.531375013631187,6.8202629773693,6.53040917504043,0.385093167701863
10.3626943005181,0,232482,0.218,12.7930557446021,1,0,"0500110000000001010114",0,1,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0.749907788825593,1.00000000000888,6.60143959492471,6.28841706025138,0.419689119170984
1.80505415162455,0,254554.226698976,0.291,12.7884137223484,0,0,"0500110000000001010115",0,0,0.0110901673359974,0.0102118899841901,3.21579679992502e-166,0.813609215177716,0.576640150312866,6.68492384315292,6.46422359159103,0.483754512635379
10.1010101010101,0,340291.670541814,0.283,12.9306037869515,0,0,"0500110000000001010116",0,0,0.0003333986474252,0.0119083480545211,4.07089266927195e-163,0.26578569200213,0.152156421622818,6.51504459836481,6.28666557118306,0.468013468013468
0,0,232482,0.4,12.7040487691017,1,0,"0500110000000001010118",0,1,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0.41538803033874,1.00000000001348,6.66255007852917,6.31016658911013,0.333333333333333
0,0,232289.218864817,0.44,12.7719711958397,0,0,"0500110000000001010119",0,1,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0.999999919768685,0.999999919767258,6.64546767935485,6.49380659155345,0.511961722488038
0,0,232482,0.48,12.7774715276163,0,0,"0500110000000001010120",0,1,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0.672362653342186,0.999999999997679,6.58498604203867,6.41239234812918,0.42
6.2992125984252,1.5748031496063,232930.503941235,0.331,13.1718742700549,0,0,"0500110000000001010122",0,1,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0.999999999998631,0.318301261661054,6.46104287705789,6.39306830784427,0.481889763779528
0,0,232473.170581728,0.225,12.6324405636474,0,0,"0500110000000001010123",0,1,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0.961625967424195,0.999999999999727,6.74254259873034,6.47374937639288,0.429967426710098
0,0,232482,0.362,12.6329194932198,1,0,"0500110000000001010124",0,1,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0.999999999995946,0.999999999995946,6.69528930633331,6.39735365296431,0.379310344827586
10.6382978723404,5.31914893617021,420504.213034824,0.133,12.6892714540653,1,0,"0500110000000001010125",0,0,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0,0.999999820927821,6.62593261819079,6.24411444945149,0.393617021276596
0,0,232482,0.053,12.7072466210826,1,0,"0500110000000001010126",0,1,0.011098671350306,0.0102105488097053,1.25016841396542e-198,0.964934042171501,1.00000000001754,6.64482494405431,6.40080006222874,0.236842105263158
0,0,262235.521885166,0.253,13.407626135515,0,0,"0500110000000001010203",0,0,3.51369404980989e-113,0.0119609286056547,4.19696751634808e-163,0.109779625003148,0,6.04285113886933,6.01919496364201,0.494252873563218
5.88235294117647,0,340306,0.353,13.3672288976432,0,0,"0500110000000001010204",0,0,0.000594944402047121,0.0119609286056547,0.00013986200016133,0.101115856508416,0.36235266543876,5.99046650015504,6.12264657952014,0.417647058823529
9.80392156862745,0,303311.739320642,0.216,13.4601800829922,0,0,"0500110000000001010205",0,0,0.00154367612418071,0.0119609286056547,0.000362893792405333,0.330979099147418,0.310229115402795,5.8567229328378,6.07059284783713,0.509803921568627
0,0,340306,0.261,13.5452656442077,0,0,"0500110000000001010206",0,0,0.000405517075436809,0.0119609286056547,9.53306377453284e-05,0.545188801735688,0.0502778629790215,5.71002918965137,6.03225613853996,0.477124183006536
10.2040816326531,0,340306,0.306,13.5425863684332,0,0,"0500110000000001010207",0,0,3.51369404980989e-113,0.0119609286056547,4.19696751634808e-163,0.47788635859481,0,5.75177708931953,5.85469001287752,0.474489795918367
0,0,340306,0.184,13.4778525808555,0,0,"0500110000000001010208",0,0,3.51369404980989e-113,0.0119609286056547,4.19696751634808e-163,0.00514027016535842,0,5.86156720605867,5.94803996933709,0.454022988505747
0,0,381954.616583563,0.14,13.2452576615967,0,0,"0500110000000001010209",0,0,0.00051892955636946,0.0118790878355012,4.00073407338776e-163,0.0236632249980328,0,6.19906995534609,6.07907811480131,0.43859649122807
0,0,402622.223848698,0.259,13.1355513083224,0,0,"0500110000000001010211",0,0,0.000285739293093023,0.0119158644470944,4.08891507534822e-163,0.528678143733184,0.0940091585597628,6.32130048500424,6.17418363254452,0.45625
3.98406374501992,0,382622.448097347,0.263,13.0336830786781,0,0,"0500110000000001010212",0,0,0.000351981754173415,0.0119054172987963,4.06386545917505e-163,0.718768301541118,0,6.41840971379815,6.22912893163786,0.474103585657371
0,0,340306,0.37,13.1174724117192,0,0,"0500110000000001010213",0,0,0.00217616406904445,0.011617724135597,3.3740501040065e-163,0.105334165160507,0.0837684874243013,6.28406321238567,6.19341447584181,0.45679012345679
0,0,340306,0.331,13.4624056880872,0,0,"0500110000000001010214",0,0,0.00331231796144621,0.0119609286056547,0.00077867345866963,0.688232366057169,0.53704245013271,5.81729789518347,6.10141838360701,0.5
0,0,340306,0.25,13.2559288874656,0,0,"0500110000000001010215",0,0,0.00147476052079264,0.0117589107582356,4.55643745494593e-05,0.276687854181945,0.60974334602616,6.10972698564738,6.15095594356652,0.456521739130435
0,0,340306,0.101,13.6028493518519,0,0,"0500110000000001010301",0,0,0.010868792700389,0.106424528508753,0.157480753040444,0.110870827150532,0.110870827150532,5.60406378074621,6.02940602908727,0
0,0,340306,0.188,13.6899752241208,0,0,"0500110000000001010302",0,0,0.0111722075587321,0.122164182458155,0.183366008013175,0.358102295601222,0.518421639765802,5.47575575376817,6.036779542398,0.442307692307692
0,0,409272.745000841,0.314,13.7638144431216,0,0,"0500110000000001010303",0,1,0.011098671350306,0.122526585716463,0.183943082754679,0.802261385100371,0.24266887366508,5.19895376805205,5.86318025842756,0.484276729559748
0,0,340306,0.311,13.7937703574267,0,0,"0500110000000001010304",0,0,0.011434452336914,0.120871780196444,0.181308044449113,0.376975668496059,0,5.29905631283191,6.04206591965438,0.43859649122807
0,0,340306,0.239,13.8643642889812,0,0,"0500110000000001010305",0,0,0.011098671350306,0.122526585716463,0.183943082754679,0.717225889456442,0,5.08249122461601,6.02499684714261,0.451327433628319
0,0,340306,0.039,13.6673780816095,0,0,"0500110000000001010306",0,0,0.0132192077928662,0.112076097003572,0.167302191884296,0.00742492159218116,0.110505923857534,5.49765831710176,6.10598740583463,0.0294117647058824
11.3636363636364,0,341062.419808203,0.284,13.6145912531561,0,0,"0500110000000001010307",0,0,0.0103815547117135,0.115382624978416,0.172057998402331,0.551650933812591,0.416503909218222,5.59881332298147,5.84939453345362,0.426136363636364
0,0,408931.272571331,0.163,14.0180281176441,0,0,"0500110000000001010309",0,0,0.011098671350306,0.122526585716463,0.183943082754679,0,0.255668514551357,4.34602544757316,5.75786783552976,0.437768240343348
0,0,340306,0.154,13.9115461658012,0,0,"0500110000000001010310",0,0,0.011098671350306,0.122526585716463,0.183943082754679,0,0,4.7906259065519,5.92072765800588,0.375
0,0,441887.241047851,0.321,13.8262316917505,0,0,"0500110000000001010313",0,0,0.012439441797321,0.115918962219934,0.173421398598158,0.462799088716798,0,5.31641099429738,6.11931896065738,0.467391304347826
8.7719298245614,0,322122.892017991,0.189,14.0097422386296,0,0,"0500110000000001010314",0,0,0.012893152439764,0.113682972376701,0.169860908367436,0.603781528490044,0.820323492434882,5.20344901896027,6.15320677665008,0.394736842105263
0,0,340306,0.298,13.974399804745,0,0,"0500110000000001010316",0,0,0.011098671350306,0.122526585716463,0.183943082754679,0,1.00000000000337,4.64492250073102,5.93927193434337,0.56198347107438
0,0,340306,0,14.1660981451804,0,0,"0500110000000001010318",0,0,0.011098671350306,0.122526585716463,0.183943082754679,0.477214617904772,0.373635817688147,3.61669081946134,5.80547331478341,0.48
14.1843971631206,7.09219858156028,340306,0.227,14.1605786894418,0,0,"0500110000000001010319",0,0,0.0107880751881279,0.11966916506319,0.178795438161957,0.316741661505394,0.835625423792277,4.58648127261913,5.98288115418686,0.51063829787234
0,0,340306,0.069,14.0358985151559,0,0,"0500110000000001010320",0,0,0.011098671350306,0.122526585716463,0.183943082754679,0,1.0000000000163,4.74399514033465,6.02330962091386,0.517241379310345
0,0,340306,0.215,14.0864484233003,0,0,"0500110000000001010321",0,0,0.011098671350306,0.122526585716463,0.183943082754679,1.0000000000096,0.502038204281064,4.06321155617786,5.89985312604293,0.450495049504951
0,0,340306,0.079,14.2086499793349,0,0,"0500110000000001010322",0,0,0.011098671350306,0.122526585716463,0.183943082754679,0.999999999999906,0,3.88643648160353,5.83769400322993,0.346534653465347
41.958041958042,20.979020979021,382429.875660731,0.21,13.7353852924732,0,0,"0500110000000001010323",0,0,0.0106028462600113,0.117587145202357,0.175725558986539,0.704094727394799,0.645527698482083,5.4399863848224,5.8973017312159,0.503496503496504
0,0,340306,0.199,13.848970557281,0,0,"0500110000000001010324",0,0,0.011098671350306,0.122526585716463,0.183943082754679,0.091079389508119,0,5.01354164018853,5.91858731691596,0.346613545816733
9.1743119266055,0,428747.556810772,0.257,13.9008785042744,0,0,"0500110000000001010325",0,0,0.011098671350306,0.122526585716463,0.183943082754679,0.0606577799844925,0,4.87482291774472,5.82155112564514,0.44954128440367
0,0,340306,0,14.1014401749934,0,0,"0500110000000001010326",0,0,0.00559979094577291,0.0541626067856517,0.0620821559452803,0.605240641929575,0.638426149726781,5.36264546609895,6.13749038034082,0.411764705882353
0,0,340306,0.149,14.072155450954,0,0,"0500110000000001010327",0,0,0.0106498572108343,0.118397588169892,0.176504691816467,0.998826449726552,0.966530999842841,5.08283088148341,6.12137388899642,0.373134328358209
19.2307692307692,19.2307692307692,340306,0.25,13.9498681368597,0,0,"0500110000000001010611",0,0,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.410817376408634,0.195060076325095,5.50890043706825,6.0940074309275,0.442307692307692
5.31914893617021,0,477729.983513318,0.271,13.6055784909665,1,0,"0500110000000001010615",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,0,0.0305238807010698,5.42822158384644,5.41994385110767,0.388297872340426
0,0,248524.489088052,0.321,13.7961366382716,0,0,"0500110000000001010618",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.999999999998795,0.885613224975203,5.86292021034297,5.91780592718743,0.435129740518962
0,0,340306,0.119,13.9972489626579,0,0,"0500110000000001010619",0,1,0.0525206171212887,0.091027443887676,0.00788327497520053,0.453517830677656,0.335995670905694,5.52791221011191,6.05304444523246,0.477611940298507
0,0,247560.661202635,0.287,13.8667856229645,0,0,"0500110000000001010620",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.986917925491167,0.996804704249683,5.66158157032531,5.75772204654318,0.464150943396226
0,0,340306,0.48,13.9779918206308,0,0,"0500110000000001010623",0,1,0.0529472052130962,0.0928038822216434,0.00788327497520053,0.675415939685642,0.999999999990199,5.63924855772056,5.98110129065406,0.52
0,0,232482,0.2,13.4709021445515,1,0,"0500110000000001010704",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,1.00000000000659,0.130085644958577,5.99911562465047,6.05111822278786,0.2
0,0,232482,0.217,13.5067019036288,0,0,"0500110000000001010705",0,0,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.999999999992083,0,5.81687590331192,6.19945599817061,0.395348837209302
0,0,386968.756327692,0.259,13.7283756967721,0,0,"0500110000000001010707",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.260694379494312,0,5.557413075322,6.19932878871908,0.448275862068966
0,0,339187.479535942,0.198,13.628092345469,0,0,"0500110000000001010709",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.873362372896852,0.179854159076773,5.6545384422988,6.21218149834481,0.448275862068966
0,0,340306,0.292,13.558397671011,0,0,"0500110000000001010710",0,0,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.99999999998829,0.474155749605108,5.69387207429089,6.1814701023541,0.520833333333333
0,0,232482,0.111,13.6055268182391,1,0,"0500110000000001010712",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,1.00000000000352,1.00000000000352,5.94173941693121,5.93143448359857,0.111111111111111
0,0,232482,0.488,13.4332913139031,1,0,"0500110000000001010713",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,1.00000000000126,0,5.93230780701604,6.15179598411012,0.465116279069767
0,0,232482,0,13.4744646327703,1,0,"0500110000000001010714",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,1.00000000000942,0,5.88810617659374,6.11575670984423,0.375
0,0,233461.902035007,0.063,13.692709978375,0,0,"0500110000000001010716",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,1.00000000000697,0.837129711697373,5.75368382609073,6.06121596414396,0.0625
0,0,374051.275665629,0.074,13.4157814232914,1,0,"0500110000000001010801",0,1,0.0335067836779506,0.0132626024925686,0.00785085608912173,0.357971577646306,0.700184282846745,5.8551570001448,5.69683533586224,0.377659574468085
0,0,255647,0.409,12.2668553822018,0,0,"0500110000000001020124",0,0,0.0659578183103898,0.418632501197916,0.0630661998016042,0.00176405919959451,0.999999999995133,6.63372082285949,5.56820850145325,0.5
0,0,131227,0,12.2160077774324,0,0,"0500110000000001020127",0,1,0.0659578183103898,0.418632501197916,0.0630661998016042,0.232276064465509,0.809546894667761,6.65222151853754,5.4274307577658,0.444444444444444
0,0,254267.437358823,0.286,12.2576018544119,0,0,"0500110000000001020128",0,1,0.0659578183103898,0.418632501197916,0.0630661998016042,0,0.862291553667454,6.62685362915139,5.39726992796562,0.371428571428571
0,0,255647,0.325,12.3003058759477,0,0,"0500110000000001020129",0,0,0.0659578183103898,0.418632501197916,0.0630661998016042,0,0.810478672601769,6.59461781200615,5.38843878178179,0.525
0,0,255647,0.199,12.3363916491114,0,0,"0500110000000001020130",0,0,0.0659578183103898,0.418632501197916,0.0630661998016042,0,0.597936183984169,6.57427087487433,5.42693032864091,0.416149068322981
0,0,224900.161978873,0.362,12.3899632944306,0,0,"0500110000000001020131",0,0,0.0659578183103898,0.418632501197916,0.0630661998016042,0,0.667615398614277,6.54888914673124,5.49402488860893,0.396551724137931
0,0,255647,0.158,12.4553362813679,0,0,"0500110000000001020132",0,0,0.0659578183103898,0.418632501197916,0.0630661998016042,0.306292099442427,0.999999999999059,6.52625168142716,5.65487509019412,0.415841584158416
0,0,255647,0.312,12.5410663099294,0,0,"0500110000000001020133",0,0,0.0659578183103898,0.418632501197916,0.0630661998016042,0.516846824775976,0.436722595041916,6.48684466093146,5.6796184999433,0.411538461538462
0,0,255647,0.579,12.4783650335734,0,0,"0500110000000001020134",0,1,0.0659578183103898,0.418632501197916,0.0630661998016042,0.354273792184108,0.999999999994794,6.48959223811694,5.56602083237722,0.429824561403509
0,0,131227,0.266,12.1952814393119,0,0,"0500110000000001020135",0,1,0.0659578183103898,0.418632501197916,0.0630661998016042,1.00000000000233,1.00000000000232,6.6877671699529,5.51051212694857,0.492063492063492
0,0,131227,0.282,12.181624527048,1,0,"0500110000000001020136",0,1,0.0659578183103898,0.418632501197916,0.0630661998016042,0.862882044056331,1.00000000000454,6.66935773495689,5.32166199977021,0.41025641025641
2.72479564032698,2.72479564032698,255647,0.362,12.6220460474721,1,0,"0500110000000001020204",0,0,0.0659128855494268,0.4185286540514,0.062993547109884,0.084564972724471,0.806492922412861,6.56505133894671,6.00307611092456,0.438692098092643
0,0,325964.476308739,0.269,12.7465026989248,1,0,"0500110000000001020205",0,0,0.0269539161364574,0.328487941706518,8.71623920270868e-121,0,0.334877949156718,6.40036883283733,5.77749261752798,0.43956043956044
200,100,184033.849715175,0.1,12.6714362685544,1,0,"0500110000000001020206",0,0,0.0657103244924052,0.41806050147595,0.0626660220320807,0,0.340116820241653,6.54041837326498,6.03368338040655,0.3
0,0,132214.701697201,0.294,12.3248268974718,0,0,"0500110000000001020208",0,1,0.0643984670204337,0.408976734609248,0.0615752111283514,0.873860773213242,0.89519204015667,6.7251452743093,5.74479758442775,0.313725490196078
0,0,360816.220232808,0.037,12.6188863471275,0,0,"0500110000000001020210",0,0,0.0659202564456414,0.418352856125289,0.0630230185966747,0,0.999999999999364,6.62730834635956,6.20170375532424,0.292682926829268
6.2266500622665,0,255647,0.303,12.6907140646602,1,0,"0500110000000001020212",0,0,0.0659349317416125,0.418579606499035,0.063029194044774,0.368307692506979,0.0835403050353993,6.4698717091628,5.74326910586042,0.459526774595268
0,0,302586.62027198,0.239,13.3063449073803,1,0,"0500110000000001010804",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.870721731171764,0.607086254194166,6.27236454418812,6.08960252071963,0.421428571428571
0,0,268904.586360718,0.295,13.5486138621395,1,0,"0500110000000001010805",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.925985780920617,0.892108106064444,5.83603156786213,5.75340439198778,0.360655737704918
23.2558139534884,0,232483.6779851,0.415,13.2837438034874,1,0,"0500110000000001010806",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.995483970030779,0.012485258014729,6.10876413018242,6.26036554516263,0.395348837209302
0,0,232482,0.349,13.2514002317738,0,0,"0500110000000001010808",0,1,0.0308585727538262,0.0117522055063516,0.00694323808189873,0.998106054633957,0.174980207059321,6.3089362809106,6.3450624721639,0.446927374301676
0,0,230461.033303871,0.333,13.4202209373823,0,0,"0500110000000001010810",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.984031913910775,0.0911824195463549,6.02020995310396,6.25238999503634,0.472222222222222
0,0,254118.546154564,0.279,13.5263289597117,0,0,"0500110000000001010811",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,1.00000000000436,0.426961506300462,5.84259123586875,6.19516480361472,0.515981735159817
0,0,232482,0.298,13.3483274093394,1,0,"0500110000000001010812",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,0.999999999994069,0,6.06852994950592,5.92206290149349,0.370860927152318
0,0,280735.564984459,0.5,13.415901006771,1,0,"0500110000000001010813",0,1,0.0335338427227102,0.0119609286056547,0.00788327497520053,1.00000000000251,0,5.96789900222726,5.8456180599024,0.326086956521739
0,0,374335,0.318,13.0495317312968,1,0,"0500110000000001010901",0,1,0.0269539161364574,0.328487941706518,8.71623920270868e-121,0.999999999995628,0.234836998609136,5.67781377712177,4.54945491186935,0.318181818181818
52.6315789473684,0,232482,0.123,12.9994001998652,1,0,"0500110000000001010904",0,1,0.0201074470130674,0.119602926503976,0.0012555495490917,1.00000000000397,1.00000000000397,6.46730086381127,6.18011209010989,0.456140350877193
5.31914893617021,0,374335,0.356,12.8877417256706,1,0,"0500110000000001010905",0,1,0.0269761782320066,0.328539393143036,3.59960334135544e-05,0.7658865658817,0.651939361909447,6.03217775994358,4.71317205268384,0.436170212765957
4.79616306954436,2.39808153477218,232482,0.326,13.1170548362892,1,0,"0500110000000001010906",0,1,0.0269539196776498,0.32848777135765,4.24262990777907e-09,0.890818855567662,0.999999999999195,6.25905279438915,5.94297241052419,0.458033573141487
5.74712643678161,0,374824.546123594,0.224,12.7936640635622,1,0,"0500110000000001010908",0,0,0.0269539161364574,0.328487941706518,8.71623920270868e-121,0,0.38391699220502,6.38850325567187,5.87323245475006,0.367816091954023
4.42477876106195,4.42477876106195,374335,0.31,12.8654895152654,1,0,"0500110000000001010911",0,0,0.0269539161364574,0.328487941706518,8.71623920270868e-121,0,0.778715734320351,6.14759388642943,5.20200807448431,0.464601769911504
