"TIPO_REG","U_DPTO","U_MPIO","UA_CLASE","COD_ENCUESTAS","U_VIVIENDA","H_NROHOG","H_NRO_CUARTOS","H_NRO_DORMIT","H_DONDE_PREPALIM","H_AGUA_COCIN","HA_NRO_FALL","HA_TOT_PER"
2,"05","001",1,4140028,4,1,2,2,1,1,NA,4
2,"05","001",1,4140031,3,1,3,2,1,1,NA,3
2,"05","001",1,4140052,2,1,4,3,1,1,1,2
2,"05","001",1,4140053,7,1,2,2,1,1,NA,2
2,"05","001",1,4140071,1,1,4,3,1,1,NA,4
2,"05","001",1,4140119,1,1,5,4,1,1,NA,4
2,"05","001",1,4140152,2,1,4,3,1,1,NA,3
2,"05","001",1,4140199,1,1,4,1,1,1,NA,1
2,"05","001",1,4140216,2,1,4,3,1,1,NA,3
2,"05","001",1,4140242,1,1,3,2,1,1,NA,6
2,"05","001",1,4140277,3,1,1,1,2,1,1,1
2,"05","001",1,4140295,2,1,1,1,1,1,NA,2
2,"05","001",1,4140307,3,1,2,1,1,1,NA,1
2,"05","001",1,4140310,1,1,1,1,1,1,NA,2
2,"05","001",1,4140320,6,1,3,2,1,1,NA,3
2,"05","001",1,4140331,4,1,4,4,1,1,NA,4
2,"05","001",1,4140353,1,1,3,2,1,1,NA,5
2,"05","001",1,4140398,2,1,4,3,1,1,NA,8
2,"05","001",1,4140449,1,1,4,3,1,1,NA,3
2,"05","001",1,4140482,1,1,4,3,1,1,NA,6
2,"05","001",1,4140529,3,1,4,3,1,1,NA,3
2,"05","001",1,4140560,1,1,3,2,1,1,NA,3
2,"05","001",1,4140576,2,1,3,2,3,1,NA,5
2,"05","001",1,4140631,1,1,1,1,2,1,NA,5
2,"05","001",1,4140668,2,1,3,2,1,1,NA,1
2,"05","001",1,4140700,1,1,1,1,1,1,NA,4
2,"05","001",1,4140738,5,1,1,1,3,1,NA,4
2,"05","001",1,4140767,3,1,1,1,1,1,NA,9
2,"05","001",1,4140856,2,1,1,1,1,1,NA,6
2,"05","001",1,4140896,1,1,3,2,1,1,NA,2
2,"05","001",1,4140913,2,1,4,3,1,1,NA,1
2,"05","001",1,4141022,9,1,2,1,1,1,NA,3
2,"05","001",1,4141068,16,1,2,2,1,1,NA,6
2,"05","001",1,4141109,4,1,2,2,1,1,NA,3
2,"05","001",1,4141132,19,1,5,5,1,1,NA,4
2,"05","001",1,4141161,5,1,5,3,1,1,NA,3
2,"05","001",1,4141198,2,1,2,1,1,1,NA,1
2,"05","001",1,4141221,1,1,1,1,1,1,NA,1
2,"05","001",1,4141241,9,1,1,1,1,1,NA,1
2,"05","001",1,4141256,7,1,2,2,2,1,NA,3
2,"05","001",1,4141279,8,1,3,2,1,1,NA,4
2,"05","001",1,4141283,2,1,2,2,1,1,NA,3
2,"05","001",1,4141323,1,1,2,2,1,1,NA,4
2,"05","001",1,4141349,15,1,2,2,1,1,NA,5
2,"05","001",1,4141403,15,1,2,1,1,1,NA,4
2,"05","001",1,4141434,4,1,2,2,1,1,NA,4
2,"05","001",1,4141462,4,1,2,2,1,1,NA,3
2,"05","001",1,4141489,8,1,2,2,1,1,NA,3
2,"05","001",1,4141521,10,1,2,2,1,1,NA,2
2,"05","001",1,4142137,5,1,3,2,1,1,NA,3
2,"05","001",1,4142163,2,1,3,2,1,1,NA,3
2,"05","001",1,4142203,2,1,2,1,1,1,NA,3
2,"05","001",1,4142235,1,1,2,2,1,1,NA,3
2,"05","001",1,4142262,11,1,4,3,1,1,NA,4
2,"05","001",1,4142298,17,1,3,1,1,1,NA,3
2,"05","001",1,4142332,8,1,3,2,1,1,NA,4
2,"05","001",1,4142360,4,1,3,2,1,1,NA,5
2,"05","001",1,4142396,3,1,3,1,1,1,NA,3
2,"05","001",1,4142428,36,1,3,2,1,1,NA,3
2,"05","001",1,4142467,12,1,1,1,1,1,NA,1
2,"05","001",1,4142493,7,1,3,1,1,1,NA,2
2,"05","001",1,4142523,3,1,1,1,1,1,NA,1
2,"05","001",1,4142545,9,1,2,1,1,1,NA,2
2,"05","001",1,4142582,17,1,2,2,1,1,NA,4
2,"05","001",1,4142627,3,1,1,1,2,1,NA,2
2,"05","001",1,4142640,31,1,4,3,1,1,NA,5
2,"05","001",1,4142676,11,1,4,4,1,1,NA,7
2,"05","001",1,4146715,6,1,3,2,1,1,NA,4
2,"05","001",1,4146726,1,1,3,2,1,1,NA,1
2,"05","001",1,4146735,2,1,4,2,1,1,NA,3
2,"05","001",1,4146737,5,1,3,2,1,1,NA,3
2,"05","001",1,4146744,4,1,4,3,1,1,NA,4
2,"05","001",1,4146752,6,1,4,3,1,1,NA,3
2,"05","001",1,4146757,3,1,3,2,1,1,NA,2
2,"05","001",1,4146762,5,1,4,2,1,1,NA,4
2,"05","001",1,4146771,3,1,4,3,1,1,NA,5
2,"05","001",1,4146785,5,1,4,3,1,1,NA,4
2,"05","001",1,4146801,9,1,4,2,1,1,NA,3
2,"05","001",1,4146814,7,1,3,2,1,1,NA,7
2,"05","001",1,4146835,1,1,3,3,1,1,NA,3
2,"05","001",1,4146848,2,1,4,3,1,1,NA,3
2,"05","001",1,4147311,3,1,1,1,1,1,8,2
2,"05","001",1,4147311,3,2,3,3,1,1,NA,3
2,"05","001",1,4147325,1,1,4,1,1,1,NA,1
2,"05","001",1,4147334,6,1,1,1,1,1,NA,2
2,"05","001",1,4147334,6,2,3,3,1,1,NA,4
2,"05","001",1,4147351,2,1,4,3,1,1,NA,3
2,"05","001",1,4147361,11,1,3,2,1,1,NA,3
2,"05","001",1,4147370,3,1,4,2,1,1,NA,2
2,"05","001",1,4147379,6,1,3,2,1,1,NA,2
2,"05","001",1,4147387,4,1,4,1,1,1,NA,2
2,"05","001",1,4147397,6,1,3,1,1,1,NA,2
2,"05","001",1,4147404,10,1,4,3,1,1,NA,6
2,"05","001",1,4147414,8,1,3,2,1,1,NA,4
2,"05","001",1,4147414,8,2,1,1,1,1,NA,1
2,"05","001",1,4147428,7,1,3,2,1,1,NA,4
2,"05","001",1,4147441,1,1,4,1,1,1,NA,1
2,"05","001",1,4147443,13,1,3,2,1,1,NA,4
2,"05","001",1,4147443,13,2,1,1,1,1,NA,1
2,"05","001",1,4147449,5,1,4,3,1,1,NA,4
2,"05","001",1,4147463,2,1,4,3,1,1,1,4
2,"05","001",1,4147464,1,1,3,1,1,1,NA,1
2,"05","001",1,4147480,1,1,5,4,1,1,NA,7
2,"05","001",1,4147484,4,1,3,3,1,1,NA,5
2,"05","001",1,4147488,1,1,2,1,3,1,NA,1
2,"05","001",1,4147496,6,1,4,3,1,1,NA,4
2,"05","001",1,4147497,1,1,4,3,1,1,NA,4
2,"05","001",1,4147510,5,1,4,3,1,1,NA,4
2,"05","001",1,4147513,2,1,3,2,3,1,NA,3
2,"05","001",1,4147522,3,1,4,3,1,1,NA,4
2,"05","001",1,4147525,8,1,2,2,3,1,NA,4
2,"05","001",1,4147534,1,1,4,3,1,1,NA,3
2,"05","001",1,4147547,4,1,3,2,1,1,NA,2
2,"05","001",1,4147549,1,1,3,2,1,1,NA,1
2,"05","001",1,4147552,10,1,3,2,1,1,NA,3
2,"05","001",1,4147553,2,1,4,3,1,1,NA,4
2,"05","001",1,4147564,2,1,4,3,1,1,NA,3
2,"05","001",1,4147568,1,1,4,3,1,1,NA,4
2,"05","001",1,4147577,1,1,3,2,1,1,NA,3
2,"05","001",1,4147582,4,1,4,3,1,1,NA,3
2,"05","001",1,4147586,4,1,5,4,1,1,NA,7
2,"05","001",1,4147589,1,1,3,3,1,1,NA,4
2,"05","001",1,4147593,3,1,4,3,1,1,NA,5
2,"05","001",1,4147616,4,1,4,2,1,1,NA,5
2,"05","001",1,4147617,2,1,2,1,1,1,NA,1
2,"05","001",1,4147623,4,1,3,2,1,1,NA,3
2,"05","001",1,4147630,9,1,3,2,1,1,NA,4
2,"05","001",1,4147632,6,1,4,3,1,1,NA,4
2,"05","001",1,4147643,5,1,4,3,1,1,NA,3
2,"05","001",1,4147651,3,1,5,4,1,1,NA,8
2,"05","001",1,4147669,1,1,2,1,3,1,NA,1
2,"05","001",1,4149691,1,1,3,2,1,1,NA,3
2,"05","001",1,4149720,1,1,4,3,1,1,NA,3
2,"05","001",1,4149767,1,1,3,2,1,1,NA,2
2,"05","001",1,4149800,2,1,4,3,1,1,NA,2
2,"05","001",1,4149832,2,1,4,3,1,1,NA,4
2,"05","001",1,4149877,2,1,4,3,1,1,NA,6
